#bin	frequency	peak0	peak1	peak2	peak3	peak4	peak5
1.49415	13.1505091847	9.02134718381e-71	0.00219203366808	13.148317151	2.97124687658e-19	2.00682242703e-64	2.26411698787e-129
1.49465	13.3275844352	7.56807799985e-71	0.00213218877253	13.3254522464	3.13775049631e-19	2.21182553144e-64	2.59694627228e-129
1.49515	13.5066211496	6.34833549094e-71	0.00207391221214	13.5045472373	3.31348005396e-19	2.43769335186e-64	2.97860799613e-129
1.49565	13.6876342421	5.32468852443e-71	0.00201716475188	13.6856170774	3.49894083798e-19	2.68654156321e-64	3.4162529706e-129
1.49615	13.8706386406	4.46569043597e-71	0.00196190808682	13.8686767326	3.69466547933e-19	2.96069956439e-64	3.91807710707e-129
1.49665	14.0556492844	3.74492468722e-71	0.00190810482142	14.0537411796	3.90121541272e-19	3.26273198677e-64	4.49347386168e-129
1.49715	14.2426811224	3.1402023188e-71	0.0018557184493	14.2408254039	4.11918241492e-19	3.59546235881e-64	5.15320887279e-129
1.49765	14.4317491117	2.63288711753e-71	0.00180471333339	14.4299443983	4.3491902242e-19	3.96199914232e-64	5.90962001568e-129
1.49815	14.6228682154	2.2073282268e-71	0.00175505468652	14.6211131607	4.59189624511e-19	4.36576437706e-64	6.77684656659e-129
1.49865	14.816053401	1.85038313825e-71	0.00170670855238	14.8143466925	4.84799334294e-19	4.81052519388e-64	7.77109170338e-129
1.49915	15.0113196385	1.55101670496e-71	0.0016596417869	15.0096599967	5.11821173265e-19	5.30042848268e-64	8.9109231826e-129
1.49965	15.208681898	1.29996409199e-71	0.00161382203998	15.2070680759	5.40332096714e-19	5.84003902977e-64	1.02176177343e-128
1.50015	15.4081551485	1.08944749595e-71	0.00156921773766	15.4065859308	5.70413202992e-19	6.43438147037e-64	1.17155555182e-128
1.50065	15.6097543557	9.12938078057e-72	0.00152579806459	15.6082285576	6.02149953773e-19	7.08898643661e-64	1.34326719042e-128
1.50115	15.8134944797	7.64955913005e-72	0.00148353294695	15.8120109467	6.35632405869e-19	7.8099413188e-64	1.54009748909e-128
1.50165	16.0193904732	6.40901898793e-72	0.0014423930356	16.0179480802	6.70955455204e-19	8.60394609945e-64	1.76571376804e-128
1.50215	16.2274572798	5.36916534442e-72	0.00140234968976	16.2260549301	7.08219093572e-19	9.47837476496e-64	2.02431773029e-128
1.50265	16.4377098314	4.49761282083e-72	0.00136337496084	16.4363464565	7.47528678843e-19	1.044134285e-63	2.32072317639e-128
1.50315	16.6501630465	3.76718911002e-72	0.00132544157677	16.648837605	7.88995219301e-19	1.15017817249e-63	2.66044499876e-128
1.50365	16.8648318281	3.1550979436e-72	0.00128852292657	16.8635433051	8.32735672862e-19	1.26695202957e-63	3.04980108966e-128
1.50415	17.081731061	2.64221611482e-72	0.00125259304528	17.080478468	8.78873261928e-19	1.39553748549e-63	3.49602903273e-128
1.50465	17.3008756108	2.21250314255e-72	0.00121762659917	17.2996579842	9.27537804677e-19	1.53712478919e-63	4.00741971878e-128
1.50515	17.5222803204	1.85250557354e-72	0.00118359887136	17.5210967215	9.78866063651e-19	1.69302367537e-63	4.59347033519e-128
1.50565	17.7459600089	1.55094079018e-72	0.00115048574759	17.7448095231	1.03300211252e-18	1.86467531329e-63	5.2650595327e-128
1.50615	17.9719294686	1.29834760432e-72	0.00111826370245	17.9708112049	1.09009772198e-18	2.05366544598e-63	6.0346479779e-128
1.50665	18.2002034634	1.08679294749e-72	0.00108690978584	18.1991165536	1.15031276569e-18	2.2617388377e-63	6.91650796308e-128
1.50715	18.4307967259	9.09625674343e-73	0.00105640160964	18.4297403243	1.21381564745e-18	2.49081515968e-63	7.92698627518e-128
1.50765	18.6637239557	7.61269930921e-73	0.00102671733484	18.6626972384	1.28078375047e-18	2.74300645656e-63	9.08480513175e-128
1.50815	18.8989998167	6.3705174576e-73	0.000997835658778	18.898001981	1.35140391009e-18	3.02063635031e-63	1.04114066856e-127
1.50865	19.1366389348	5.33053515733e-73	0.000969735802739	19.135669199	1.425872911e-18	3.32626115375e-63	1.19313473934e-127
1.50915	19.3766558958	4.45991910845e-73	0.000942397499818	19.3757134983	1.50439801028e-18	3.66269308281e-63	1.36727494509e-127
1.50965	19.6190652427	3.73115438508e-73	0.00091580098302	19.6181494417	1.58719748761e-18	4.03302577533e-63	1.56678175371e-127
1.51015	19.8638814735	3.12118509805e-73	0.000889926973631	19.8629915465	1.67450122394e-18	4.44066234472e-63	1.79534302945e-127
1.51065	20.1111190387	2.61069356051e-73	0.000864756669834	20.110254282	1.76655131018e-18	4.88934621922e-63	2.05718173362e-127
1.51115	20.3607923388	2.18349568995e-73	0.000840271735586	20.3599520671	1.86360268739e-18	5.3831950424e-63	2.35713341182e-127
1.51165	20.6129157221	1.82603395046e-73	0.000816454289716	20.6120992678	1.96592382006e-18	5.92673793735e-63	2.70073488e-127
1.51215	20.8675034818	1.52695213866e-73	0.000793286895285	20.8667101949	2.07379740428e-18	6.52495646724e-63	3.09432572416e-127
1.51265	21.1245698537	1.27673883636e-73	0.000770752549153	21.1237991011	2.18752111236e-18	7.18332965733e-63	3.54516446182e-127
1.51315	21.3841290136	1.06742846893e-73	0.000748834671796	21.3833801789	2.30740837604e-18	7.90788347953e-63	4.06156147844e-127
1.51365	21.646195075	8.92350685718e-74	0.000727517097335	21.6454675579	2.43378920999e-18	8.7052452402e-63	4.65303115696e-127
1.51415	21.9107820862	7.45920271213e-74	0.000706784063785	21.9100753021	2.56701107781e-18	9.58270335496e-63	5.33046596546e-127
1.51465	22.1779040277	6.23461048557e-74	0.000686620203517	22.1772174075	2.70743980268e-18	1.05482730421e-62	6.10633566641e-127
1.51515	22.4475748098	5.21058289323e-74	0.000667010533941	22.4469077993	2.85546052482e-18	1.16107685183e-62	6.99491526515e-127
1.51565	22.7198082699	4.35435026485e-74	0.000647940448379	22.7191603295	3.01147870829e-18	1.27798823377e-62	8.01254583549e-127
1.51615	22.9946181697	3.63848408993e-74	0.000629395707151	22.993988774	3.17592119949e-18	1.40662725777e-62	9.1779329548e-127
1.51665	23.2720181926	3.04002858616e-74	0.000611362428855	23.2714068302	3.34923734006e-18	1.54816586464e-62	1.05124881608e-126
1.51715	23.5520219411	2.53977311978e-74	0.000593827081843	23.551428114	3.53190013696e-18	1.70389265577e-62	1.20407196194e-126
1.51765	23.8346429339	2.12164268978e-74	0.00057677647588	23.8340661574	3.72440749254e-18	1.87522446092e-62	1.3790679082e-126
1.51815	24.1198946032	1.77218736541e-74	0.000560197753998	24.1193344055	3.92728349768e-18	2.06371904847e-62	1.57944732256e-126
1.51865	24.4077902922	1.48015465219e-74	0.000544078384527	24.4072462138	4.14107979122e-18	2.27108909057e-62	1.8088848633e-126
1.51915	24.6983432519	1.23613134995e-74	0.000528406153303	24.6978148458	4.36637698895e-18	2.4992175066e-62	2.07158609945e-126
1.51965	24.9915666387	1.03224363839e-74	0.000513169156053	24.9910534695	4.60378618575e-18	2.75017432049e-62	2.37236406345e-126
1.52015	25.2874735112	8.61905946564e-75	0.000498355790953	25.2869751554	4.85395053455e-18	3.02623518048e-62	2.7167268199e-126
1.52065	25.5860768277	7.19610691042e-75	0.000483954751348	25.585592873	5.1175469059e-18	3.3299017049e-62	3.11097763248e-126
1.52115	25.8873894433	6.00752247981e-75	0.000469955018642	25.8869194883	5.39528763238e-18	3.66392383301e-62	3.56232953785e-126
1.52165	26.1914241068	5.01479599208e-75	0.000456345855342	26.1909677609	5.6879223419e-18	4.03132437791e-62	4.07903639445e-126
1.52215	26.4981934581	4.18572992909e-75	0.000443116798266	26.4977503413	5.99623988458e-18	4.43542599752e-62	4.67054277048e-126
1.52265	26.8077100251	3.49340714857e-75	0.000430257651901	26.8072797675	6.32107035778e-18	4.87988082078e-62	5.34765537379e-126
1.52315	27.119986221	2.91532699193e-75	0.000417758481914	27.1195684625	6.66328723419e-18	5.36870298955e-62	6.1227391135e-126
1.52365	27.4350343411	2.43268238511e-75	0.000405609608805	27.4346287315	7.02380959833e-18	5.90630440186e-62	7.00994132535e-126
1.52415	27.7528665601	2.02975497767e-75	0.000393801601716	27.7524727585	7.40360449661e-18	6.49753397038e-62	8.02544819823e-126
1.52465	28.0734949289	1.69340909367e-75	0.000382325272366	28.0731126036	7.80368940694e-18	7.14772074015e-62	9.18777801707e-126
1.52515	28.396931372	1.41266839161e-75	0.000371171669139	28.3965602003	8.22513483368e-18	7.86272124372e-62	1.05181164973e-125
1.52565	28.7231876841	1.17836174834e-75	0.0003603320713	28.722827352	8.66906703424e-18	8.64897150832e-62	1.204070024e-125
1.52615	29.0522755272	9.82827075352e-76	0.000349797983342	29.0519257292	9.13667088403e-18	9.51354417016e-62	1.37832552005e-125
1.52665	29.3842064279	8.19663612775e-76	0.00033956112947	29.3838668668	9.62919288646e-18	1.04642111955e-61	1.57774980444e-125
1.52715	29.7189917741	6.83524785999e-76	0.000329613448207	29.7186621606	1.01479443354e-17	1.15095127568e-61	1.8059709396e-125
1.52765	30.0566428117	5.69944998736e-76	0.00031994708712	30.0563228646	1.06943046379e-17	1.26588328648e-61	2.06713892639e-125
1.52815	30.3971706422	4.7519481623e-76	0.000310554397684	30.3968600878	1.12697248042e-17	1.39224824178e-61	2.36600064028e-125
1.52865	30.740586219	3.9615989651e-76	0.000301427930242	30.7402847911	1.18757311151e-17	1.53117903916e-61	2.70798550456e-125
1.52915	31.0869003449	3.30239784748e-76	0.000292560429105	31.0866077844	1.25139289739e-17	1.6839203965e-61	3.09930343596e-125
1.52965	31.4361236684	2.75263319794e-76	0.000283944827745	31.4358397236	1.31860069525e-17	1.85183984533e-61	3.54705681715e-125
1.53015	31.7882666812	2.29417932704e-76	0.000275574244118	31.787991107	1.38937410421e-17	2.03643980063e-61	4.05936850066e-125
1.53065	32.1433397147	1.91190561417e-76	0.000267441976083	32.1430722727	1.4638999118e-17	2.23937081208e-61	4.64552813508e-125
1.53115	32.5013529369	1.59318277676e-76	0.000259541496932	32.5010933954	1.54237456285e-17	2.46244611195e-61	5.31615943054e-125
1.53165	32.8623163496	1.32747033576e-76	0.000251866451028	32.8620644831	1.62500465206e-17	2.70765758589e-61	6.08341135412e-125
1.53215	33.2262397849	1.10597195636e-76	0.000244410649543	33.2259953742	1.71200744131e-17	2.97719330545e-61	6.96117667139e-125
1.53265	33.5931329022	9.21347523215e-77	0.00023716806629	33.5928957342	1.80361140295e-17	3.27345677416e-61	7.96534173781e-125
1.53315	33.9630051853	7.67472633433e-77	0.000230132833665	33.9627750525	1.90005679035e-17	3.59908805417e-61	9.11407199894e-125
1.53365	34.3358659387	6.39237717039e-77	0.000223299238674	34.3356426394	2.00159623715e-17	3.95698695635e-61	1.04281382941e-124
1.53415	34.7117242849	5.32380271158e-77	0.000216661719058	34.7115076232	2.10849538649e-17	4.35033849462e-61	1.19312897834e-124
1.53465	35.0905891612	4.43344762485e-77	0.00021021485951	35.0903789463	2.22103355176e-17	4.78264082463e-61	1.36506801449e-124
1.53515	35.4724693162	3.69165645789e-77	0.000203953387981	35.4722653628	2.33950441051e-17	5.2577359084e-61	1.56173546388e-124
1.53565	35.857373307	3.07369693454e-77	0.000197872172074	35.8571754348	2.46421673303e-17	5.77984316963e-61	1.78668067091e-124
1.53615	36.2453094959	2.55894455819e-77	0.000191966215518	36.2451175296	2.5954951473e-17	6.35359643033e-61	2.04396140344e-124
1.53665	36.636286047	2.1302019459e-77	0.00018623065474	36.6360998163	2.73368094228e-17	6.98408444729e-61	2.3382165343e-124
1.53715	37.0303109234	1.77313068411e-77	0.000180660755501	37.0301302626	2.87913291125e-17	7.6768953978e-61	2.67474909181e-124
1.53765	37.4273918837	1.47577714917e-77	0.000175251909625	37.4272166318	3.03222823717e-17	8.43816569791e-61	3.05962115565e-124
1.53815	37.8275364791	1.22817678878e-77	0.0001699996318	37.8273664794	3.19336342228e-17	9.27463357332e-61	3.49976228401e-124
1.53865	38.2307520497	1.02202391254e-77	0.00016489955646	38.2305871502	3.36295526395e-17	1.01936978438e-60	4.00309339753e-124
1.53915	38.6370457221	8.5039617249e-78	0.000159947434738	38.6368857746	3.54144187914e-17	1.12034824262e-60	4.57866831909e-124
1.53965	39.0464244053	7.07524697385e-78	0.000155139131494	39.0462692662	3.72928377982e-17	1.23129071109e-60	5.23683548034e-124
1.54015	39.4588947883	5.88602333538e-78	0.000150470622413	39.4587443177	3.92696500185e-17	1.35317652179e-60	5.98942266271e-124
1.54065	39.8744633365	4.8962369007e-78	0.000145937991176	39.8743173985	4.13499428996e-17	1.48708087997e-60	6.84994804724e-124
1.54115	40.2931362884	4.07251725998e-78	0.000141537426696	40.292994751	4.35390634155e-17	1.63418421216e-60	7.83386131207e-124
1.54165	40.7149196529	3.38706485373e-78	0.000137265220422	40.7147823877	4.58426311216e-17	1.79578242187e-60	8.95881904704e-124
1.54215	41.1398192057	2.81672312281e-78	0.00013311776371	41.139686088	4.82665518575e-17	1.9732981409e-60	1.02449993597e-123
1.54265	41.5678404863	2.34220483635e-78	0.000129091545256	41.5677113947	5.08170321273e-17	2.16829307243e-60	1.17154612382e-123
1.54315	41.9989887945	1.94744703829e-78	0.00012518314859	41.9988636114	5.35005941929e-17	2.38248153143e-60	1.33965550258e-123
1.54365	42.433269188	1.61907328075e-78	0.000121389249636	42.4331477987	5.63240919134e-17	2.61774529795e-60	1.53183912605e-123
1.54415	42.8706864783	1.34594534162e-78	0.000117706614322	42.8705687717	5.92947273677e-17	2.87614991033e-60	1.75153761626e-123
1.54465	43.3112452283	1.11878957124e-78	0.000114132096264	43.3111310962	6.24200682979e-17	3.15996253695e-60	2.00268232251e-123
1.54515	43.7549497486	9.2988547297e-79	0.000110662634489	43.754839086	6.57080664139e-17	3.47167157921e-60	2.2897651699e-123
1.54565	44.2018040948	7.72806176569e-79	0.000107295251224	44.2016967996	6.91670766009e-17	3.81400817253e-60	2.61791842959e-123
1.54615	44.6518120642	6.42202177415e-79	0.000104027049742	44.6517080371	7.28058770739e-17	4.18996976838e-60	2.99300581713e-123
1.54665	45.1049771923	5.33621145532e-79	0.000100855212248	45.1048763371	7.66336905244e-17	4.60284599806e-60	3.42172652423e-123
1.54715	45.5613027505	4.43357802364e-79	9.77769978332e-05	45.5612049735	8.06602063081e-17	5.05624703799e-60	3.91173401637e-123
1.54765	46.0207917422	3.68328859687e-79	9.47897404657e-05	46.0206969524	8.48956037243e-17	5.55413471747e-60	4.47177168785e-123
1.54815	46.4834469001	3.0596884639e-79	9.18908470403e-05	46.4833550092	8.93505764386e-17	6.10085663296e-60	5.11182776121e-123
1.54865	46.9492706832	2.541433425e-79	8.90777954716e-05	46.9491816054	9.40363581062e-17	6.70118355831e-60	5.84331215565e-123
1.54915	47.4182652734	2.11076718458e-79	8.63481328363e-05	47.4181789253	9.89647492517e-17	7.360350468e-60	6.67925843366e-123
1.54965	47.8904325728	1.752919603e-79	8.36994735603e-05	47.8903488733	1.04148145467e-16	8.08410152083e-60	7.63455437449e-123
1.55016	48.3657742003	1.45560564012e-79	8.11294976527e-05	48.3656930708	1.09599566994e-16	8.87873938502e-60	8.72620522395e-123
1.55066	48.844291489	1.20860818046e-79	7.86359489815e-05	48.8442128531	1.1533268975e-16	9.75117932172e-60	9.97363424179e-123
1.55116	49.3259854828	1.00343072972e-79	7.62166335942e-05	49.3259092662	1.21361877877e-16	1.07090084842e-59	1.13990258203e-122
1.55166	49.8108569336	8.33008307148e-80	7.38694180794e-05	49.8107830642	1.27702217883e-16	1.17605509338e-59	1.3027717191e-122
1.55216	50.2989062982	6.9146680456e-80	7.15922279694e-05	50.298834706	1.34369554444e-16	1.29149389207e-59	1.48886455872e-122
1.55266	50.7901337356	5.73922705622e-80	6.93830461829e-05	50.7900643525	1.41380527963e-16	1.41821910323e-59	1.70148586945e-122
1.55316	51.2845391037	4.76316411729e-80	6.7239911507e-05	51.2844718638	1.48752613958e-16	1.55732978658e-59	1.94440973316e-122
1.55366	51.7821219567	3.95273548304e-80	6.51609171171e-05	51.7820567957	1.56504164371e-16	1.71003159485e-59	2.22194605574e-122
1.55416	52.2828815419	3.27989565047e-80	6.31442091338e-05	52.2828183977	1.64654450885e-16	1.87764706956e-59	2.53901648433e-122
1.55466	52.7868167972	2.72133726823e-80	6.11879852169e-05	52.7867556092	1.73223710361e-16	2.06162692709e-59	2.90124105845e-122
1.55516	53.2939263477	2.25769244408e-80	5.92904931939e-05	53.2938670572	1.82233192474e-16	2.26356243008e-59	3.31503710964e-122
1.55566	53.8042085035	1.87286838057e-80	5.74500297242e-05	53.8041510535	1.9170520967e-16	2.48519894785e-59	3.78773213736e-122
1.55616	54.3176612564	1.55349479846e-80	5.56649389961e-05	54.3176055914	2.01663189553e-16	2.72845081984e-59	4.32769263216e-122
1.55666	54.8342822771	1.28846438096e-80	5.39336114578e-05	54.8342283435	2.12131729809e-16	2.99541764664e-59	4.94447109445e-122
1.55716	55.3540689129	1.06855061528e-80	5.225448258e-05	55.3540166584	2.23136655797e-16	3.28840214522e-59	5.64897381365e-122
1.55766	55.8770181844	8.86090026035e-81	5.06260316499e-05	55.8769675583	2.34705080935e-16	3.60992971786e-59	6.45365233298e-122
1.55816	56.4031267831	7.34717975421e-81	4.90467805965e-05	56.4030777364	2.46865470004e-16	3.96276989859e-59	7.37272193688e-122
1.55866	56.9323910688	6.09149020704e-81	4.75152928454e-05	56.9323435535	2.59647705523e-16	4.34995985656e-59	8.42241096693e-122
1.55916	57.4648070665	5.04994331484e-81	4.60301722028e-05	57.4647610364	2.73083157329e-16	4.77483015268e-59	9.6212453069e-122
1.55966	58.0003704643	4.18609927833e-81	4.45900617684e-05	58.0003258742	2.87204755526e-16	5.2410329648e-59	1.0990372988e-121
1.56016	58.5390766102	3.46970548368e-81	4.3193642876e-05	58.5390334166	3.02047066951e-16	5.75257301689e-59	1.25539345602e-121
1.56066	59.0809205103	2.87564829563e-81	4.1839634061e-05	59.0808786706	3.17646375331e-16	6.3138414702e-59	1.4339485669e-121
1.56116	59.6258968253	2.38308203679e-81	4.05267900552e-05	59.6258562985	3.34040765315e-16	6.92965305894e-59	1.63784791807e-121
1.56166	60.1739998689	1.97470526946e-81	3.92539008064e-05	60.173960615	3.51270210538e-16	7.60528677973e-59	1.87068152299e-121
1.56216	60.7252236048	1.63615952491e-81	3.80197905242e-05	60.725185585	3.69376665946e-16	8.34653047336e-59	2.13654687392e-121
1.56266	61.2795616442	1.3555298096e-81	3.682331675e-05	61.2795248208	3.88404164547e-16	9.15972966987e-59	2.44012052976e-121
1.56316	61.8370072436	1.12292969913e-81	3.56633694511e-05	61.8369715802	4.08398918821e-16	1.00518411027e-58	2.78673978167e-121
1.56366	62.3975533024	9.30156727516e-82	3.45388701382e-05	62.3975187635	4.29409427006e-16	1.10304913365e-58	3.1824958118e-121
1.56416	62.9611923606	7.70406188486e-82	3.3448771006e-05	62.9611589118	4.51486584479e-16	1.21040409948e-58	3.63433995948e-121
1.56466	63.5279165961	6.38033470247e-82	3.23920540959e-05	63.5278842041	4.74683800489e-16	1.32816551212e-58	4.1502049352e-121
1.56516	64.097717823	5.28356711655e-82	3.13677304805e-05	64.0976864553	4.99057120479e-16	1.45733802553e-58	4.73914308044e-121
1.56566	64.6705874889	4.37492954347e-82	3.03748394695e-05	64.6705571141	5.24665354273e-16	1.59902288644e-58	5.41148406562e-121
1.56616	65.2465166729	3.622221181e-82	2.94124478361e-05	65.2464872605	5.51570210398e-16	1.75442718266e-58	6.17901475301e-121
1.56666	65.8254960835	2.99874085216e-82	2.84796490637e-05	65.8254676039	5.79836436829e-16	1.9248739733e-58	7.05518433377e-121
1.56716	66.4075160562	2.48234976736e-82	2.75755626125e-05	66.4074884807	6.09531968468e-16	2.11181338439e-58	8.05533828276e-121
1.56766	66.9925665518	2.05469365745e-82	2.66993332048e-05	66.9925398525	6.40728081657e-16	2.31683476172e-58	9.19698517128e-121
1.56816	67.580637154	1.70055723802e-82	2.58501301297e-05	67.5806113038	6.73499556075e-16	2.54167998094e-58	1.05001009426e-120
1.56866	68.1717170676	1.40732854255e-82	2.50271465655e-05	68.1716920404	7.07924844353e-16	2.78825802504e-58	1.19874758995e-120
1.56916	68.7657951165	1.16455446634e-82	2.42295989203e-05	68.7657708869	7.44086249771e-16	3.05866094893e-58	1.36851103863e-120
1.56966	69.3628597419	9.63572024719e-83	2.34567261899e-05	69.3628362852	7.82070112416e-16	3.35518136291e-58	1.56226659856e-120
1.57016	69.9628990001	7.97202455743e-83	2.27077893323e-05	69.9628762923	8.21967004206e-16	3.68033157872e-58	1.7833980001e-120
1.57066	70.5659005611	6.59497480678e-83	2.19820706594e-05	70.5658785791	8.63871933177e-16	4.03686457566e-58	2.03576520842e-120
1.57116	71.1718517065	5.45528848396e-83	2.12788732441e-05	71.1718304276	9.07884557488e-16	4.42779695904e-58	2.32377131017e-120
1.57166	71.7807393278	4.51213796502e-83	2.05975203437e-05	71.7807187302	9.54109409573e-16	4.85643409955e-58	2.65243877467e-120
1.57216	72.3925499248	3.7317031303e-83	1.9937354838e-05	72.3925299875	1.00265613094e-15	5.32639765967e-58	3.02749640059e-120
1.57266	73.0072696043	3.08597121777e-83	1.9297738683e-05	73.0072503065	1.05363971811e-15	5.84165573306e-58	3.45547844232e-120
1.57316	73.6248840776	2.55174177346e-83	1.86780523784e-05	73.6248653995	1.10718078016e-15	6.40655584361e-58	3.94383761853e-120
1.57366	74.2453786599	2.10980172616e-83	1.80776944502e-05	74.2453605822	1.16340580851e-15	7.02586107457e-58	4.5010739429e-120
1.57416	74.8687382683	1.74424156376e-83	1.74960809461e-05	74.8687207722	1.22244745949e-15	7.70478962326e-58	5.13688158771e-120
1.57466	75.4949474205	1.44188852897e-83	1.69326449454e-05	75.4949304878	1.28444485015e-15	8.44905810473e-58	5.8623162989e-120
1.57516	76.1239902333	1.19183685322e-83	1.63868360808e-05	76.1239738465	1.34954386817e-15	9.26492895831e-58	6.68998623264e-120
1.57566	76.7558504216	9.8505845176e-84	1.58581200745e-05	76.7558345635	1.41789749633e-15	1.01592623439e-57	7.63426948285e-120
1.57616	77.3905112965	8.14080328856e-84	1.53459782855e-05	77.3904959506	1.48966615228e-15	1.11395729518e-57	8.71156202513e-120
1.57666	78.0279557648	6.72717286539e-84	1.48499072695e-05	78.0279409149	1.56501804438e-15	1.22140921883e-57	9.94056032103e-120
1.57716	78.6681663272	5.55850476792e-84	1.4369418351e-05	78.6681519578	1.64412954417e-15	1.33918362454e-57	1.13425834175e-119
1.57766	79.3111250776	4.59243951553e-84	1.39040372065e-05	79.3111111736	1.72718557654e-15	1.46826806065e-57	1.29419400499e-119
1.57816	79.9568137017	3.79392704703e-84	1.34533034587e-05	79.9568002484	1.81438002809e-15	1.60974415965e-57	1.4766347022e-119
1.57866	80.6052134763	3.13396811716e-84	1.30167702827e-05	80.6052004595	1.90591617474e-15	1.76479656374e-57	1.68474060119e-119
1.57916	81.2563052681	2.58857194564e-84	1.25940040217e-05	81.2562926741	2.00200712944e-15	1.93472269358e-57	1.9221146944e-119
1.57966	81.9100695329	2.13789304309e-84	1.21845838137e-05	81.9100573483	2.10287631085e-15	2.12094343947e-57	2.19286472008e-119
1.58016	82.5664863149	1.76551648023e-84	1.17881012284e-05	82.5664745268	2.20875793395e-15	2.32501486167e-57	2.50167372384e-119
1.58066	83.2255352455	1.45786612725e-84	1.14041599136e-05	83.2255238413	2.31989752373e-15	2.54864099475e-57	2.85388046352e-119
1.58116	83.887195543	1.20371475179e-84	1.10323752516e-05	83.8871845107	2.43655245282e-15	2.7936878597e-57	3.25557102761e-119
1.58166	84.551446012	9.93778480563e-85	1.06723740248e-05	84.5514353396	2.55899250431e-15	3.06219879714e-57	3.71368322793e-119
1.58216	85.2182650422	8.20381128054e-85	1.03237940902e-05	85.2182547184	2.68750046092e-15	3.35641124576e-57	4.23612554367e-119
1.58266	85.8876306084	6.77176381338e-85	9.98628406336e-06	85.8876206221	2.82237272157e-15	3.67877510156e-57	4.83191264097e-119
1.58316	86.55952027	5.58917890311e-85	9.65950301027e-06	86.5595106105	2.96391994679e-15	4.03197280613e-57	5.51131977291e-119
1.58366	87.2339111702	4.61269020481e-85	9.34312014844e-06	87.2339018271	3.11246773426e-15	4.41894132622e-57	6.28605868468e-119
1.58416	87.9107800361	3.80645440619e-85	9.03681455557e-06	87.9107709993	3.26835732572e-15	4.8428962018e-57	7.16947801301e-119
1.58466	88.590103178	3.14084890431e-85	8.74027488658e-06	88.5900944378	3.43194634689e-15	5.30735785648e-57	8.17679158305e-119
1.58516	89.2718564896	2.59139445158e-85	8.45319909826e-06	89.2718480364	3.60360958172e-15	5.81618038207e-57	9.32533847827e-119
1.58566	89.9560154473	2.13786399193e-85	8.17529418156e-06	89.956007272	3.78373978271e-15	6.3735830292e-57	1.06348792957e-118
1.58616	90.6425551106	1.76354557803e-85	7.90627590131e-06	90.6425472043	3.97274851881e-15	6.98418465692e-57	1.21279336108e-118
1.58666	91.3314501219	1.45463278594e-85	7.64586854303e-06	91.331442476	4.17106706273e-15	7.65304141845e-57	1.38301643712e-118
1.58716	92.0226747063	1.19972062016e-85	7.39380466684e-06	92.0226673125	4.3791473193e-15	8.38568798552e-57	1.57708157329e-118
1.58766	92.7162026722	9.89388692519e-86	7.14982486814e-06	92.7161955223	4.59746279696e-15	9.18818264223e-57	1.79832117519e-118
1.58816	93.4120074107	8.1585659725e-86	6.91367754491e-06	93.4120004971	4.82650962416e-15	1.006715661e-56	2.05053243713e-118
1.58866	94.1100618969	6.72699003975e-86	6.68511867154e-06	94.1100552117	5.06680761286e-15	1.10298679989e-56	2.3380420314e-118
1.58916	94.810338689	5.54610142358e-86	6.46391157887e-06	94.8103322251	5.31890137108e-15	1.20842608173e-56	2.66577978171e-118
1.58966	95.5128099296	4.57209133986e-86	6.24982674041e-06	95.5128036798	5.58336146698e-15	1.32390295122e-56	3.039362566e-118
1.59016	96.2174473457	3.76879102015e-86	6.04264156452e-06	96.2174413031	5.86078564658e-15	1.45036895562e-56	3.4651898658e-118
1.59066	96.9242222493	3.10634210022e-86	5.84214019236e-06	96.9242164072	6.15180010771e-15	1.5888654645e-56	3.95055257546e-118
1.59116	97.6331055381	2.56009792023e-86	5.6481133015e-06	97.63309989	6.45706083261e-15	1.74053211222e-56	4.50375690725e-118
1.59166	98.3440676958	2.10971571903e-86	5.46035791508e-06	98.3440622354	6.77725498199e-15	1.90661603044e-56	5.13426548244e-118
1.59216	99.0570787931	1.73840662533e-86	5.27867721622e-06	99.0570735145	7.11310235317e-15	2.08848194431e-56	5.85285798667e-118
1.59266	99.7721084887	1.43231607497e-86	5.10288036773e-06	99.7721033858	7.46535690528e-15	2.28762321286e-56	6.671814097e-118
1.59316	100.489126029	1.18001202077e-86	4.93278233688e-06	100.489121097	7.83480835459e-15	2.50567390125e-56	7.60512176115e-118
1.59366	101.208100252	9.72062221092e-87	4.768203725e-06	101.208095484	8.22228384302e-15	2.74442198118e-56	8.66871433538e-118
1.59416	101.928999583	8.00685135114e-87	4.60897060205e-06	101.928994974	8.62864968324e-15	3.00582376432e-56	9.88074057054e-118
1.59466	102.651792042	6.59461634592e-87	4.45491434568e-06	102.651787587	9.05481318372e-15	3.29201968329e-56	1.12618719871e-117
1.59516	103.37644524	5.4309695956e-87	4.305871485e-06	103.376440934	9.50172455746e-15	3.60535154568e-56	1.28356528052e-117
1.59566	104.102926382	4.47224179592e-87	4.16168354865e-06	104.10292222	9.97037891796e-15	3.94838139783e-56	1.46288983094e-117
1.59616	104.831202268	3.68241938797e-87	4.02219691722e-06	104.831198246	1.04618183666e-14	4.32391214792e-56	1.66721483368e-117
1.59666	105.561239297	3.03180516644e-87	3.88726267989e-06	105.56123541	1.09771341753e-14	4.73501011183e-56	1.90001835002e-117
