#bin	frequency	peak0	peak1	peak2	peak3	peak4	peak5
1.79518	136.929726635	6.41877507814e-124	4.19561395855e-13	136.929726458	1.76616655928e-07	1.78269799569e-41	5.38790898144e-96
1.79568	136.161103516	5.09480064264e-124	4.0042159265e-13	136.161103333	1.83001589337e-07	1.92780557788e-41	6.06356290157e-96
1.79618	135.39251911	4.04354517938e-124	3.82142852163e-13	135.39251892	1.89611358773e-07	2.0846587541e-41	6.82372959671e-96
1.79668	134.624021603	3.20890952813e-124	3.64686996088e-13	134.624021407	1.96453660003e-07	2.25420287827e-41	7.67895310322e-96
1.79718	133.855658903	2.54631843019e-124	3.48017513307e-13	133.855658699	2.03536444201e-07	2.43745895434e-41	8.64108956746e-96
1.79768	133.08747863	2.02035655941e-124	3.3209948824e-13	133.087478419	2.10867926141e-07	2.63552965462e-41	9.7234701021e-96
1.79818	132.319528116	1.60288881474e-124	3.16899532228e-13	132.319527897	2.18456592647e-07	2.84960581416e-41	1.0941083803e-95
1.79868	131.551854398	1.27156581134e-124	3.02385717811e-13	131.551854172	2.263112113e-07	3.08097343834e-41	1.23107834157e-95
1.79918	130.784504217	1.00863574376e-124	2.88527515793e-13	130.784503982	2.34440839414e-07	3.33102126426e-41	1.38515164476e-95
1.79968	130.017524007	7.99999903023e-125	2.75295734965e-13	130.017523765	2.4285483329e-07	3.60124891931e-41	1.5584584865e-95
1.80018	129.2509599	6.34461950506e-125	2.62662464397e-13	129.250959649	2.5156285775e-07	3.89327572371e-41	1.75339369017e-95
1.80068	128.484857715	5.0313125565e-125	2.5060101816e-13	128.484857455	2.60574895972e-07	4.20885018776e-41	1.97264949398e-95
1.80118	127.719262957	3.9894872445e-125	2.39085882414e-13	127.719262688	2.69901259616e-07	4.54986025805e-41	2.21925239083e-95
1.80168	126.954220813	3.16310007179e-125	2.28092664726e-13	126.954220534	2.79552599272e-07	4.9183443715e-41	2.49660451956e-95
1.80218	126.189776147	2.50766114612e-125	2.17598045559e-13	126.189775858	2.89539915215e-07	5.31650338054e-41	2.80853016817e-95
1.80268	125.425973499	1.98785561949e-125	2.07579731811e-13	125.425973199	2.998745685e-07	5.74671341751e-41	3.15932801889e-95
1.80318	124.662857076	1.57565413131e-125	1.98016412345e-13	124.662856765	3.10568292387e-07	6.21153977197e-41	3.55382984204e-95
1.80368	123.900470756	1.24881186118e-125	1.88887715407e-13	123.900470434	3.21633204119e-07	6.71375186012e-41	3.99746643264e-95
1.80418	123.138858077	9.8967637992e-126	1.80174167861e-13	123.138857744	3.33081817059e-07	7.2563393717e-41	4.49634168116e-95
1.80468	122.378062239	7.84240855646e-126	1.71857156167e-13	122.378061894	3.44927053192e-07	7.84252968653e-41	5.05731577915e-95
1.80518	121.618126099	6.21392188501e-126	1.63918889023e-13	121.618125742	3.57182256008e-07	8.47580665987e-41	5.68809868335e-95
1.80568	120.859092165	4.9231399686e-126	1.56342361605e-13	120.859091795	3.69861203779e-07	9.15993088345e-41	6.39735509974e-95
1.80618	120.101002598	3.90012606346e-126	1.49111321337e-13	120.101002215	3.82978123233e-07	9.89896153749e-41	7.19482240365e-95
1.80668	119.343899203	3.08940734259e-126	1.42210235129e-13	119.343898807	3.96547703644e-07	1.06972799578e-40	8.09144308558e-95
1.80718	118.587823432	2.44698761758e-126	1.35624258014e-13	118.587823021	4.10585111352e-07	1.15596150519e-40	9.09951350744e-95
1.80768	117.832816376	1.93797618935e-126	1.29339203131e-13	117.832815951	4.25106004708e-07	1.24910707078e-40	1.02328509723e-94
1.80818	117.078918765	1.53470592513e-126	1.23341513003e-13	117.078918325	4.40126549486e-07	1.34971553519e-40	1.15069813566e-94
1.80868	116.326170963	1.21523976105e-126	1.17618232038e-13	116.326170508	4.55663434747e-07	1.45838138219e-40	1.2939349828e-94
1.80918	115.574612969	9.62185569596e-127	1.12156980221e-13	115.574612498	4.71733889183e-07	1.57574617362e-40	1.45495574828e-94
1.80968	114.82428441	7.61755810736e-127	1.06945927928e-13	114.824283922	4.88355697953e-07	1.70250225533e-40	1.63596270824e-94
1.81018	114.07522454	6.03021476927e-127	1.01973771838e-13	114.075224034	5.05547220021e-07	1.83939675313e-40	1.83943014564e-94
1.81068	113.327472239	4.7732024204e-127	9.72297118668e-14	113.327471715	5.23327406016e-07	1.98723588124e-40	2.06813785792e-94
1.81118	112.581066008	3.77786985012e-127	9.27034291069e-14	112.581065466	5.41715816625e-07	2.14688958746e-40	2.32520878135e-94
1.81168	111.836043969	2.989814198e-127	8.83850647146e-14	111.836043408	5.60732641531e-07	2.31929656147e-40	2.61415123662e-94
1.81218	111.092443861	2.36592773596e-127	8.4265199709e-14	111.092443281	5.80398718922e-07	2.50546963408e-40	2.93890636169e-94
1.81268	110.350303039	1.87205592713e-127	8.03348356437e-14	110.350302438	6.0073555558e-07	2.70650159818e-40	3.30390136709e-94
1.81318	109.609658471	1.48114040774e-127	7.65853761155e-14	109.609657849	6.21765347562e-07	2.9235714838e-40	3.71410932667e-94
1.81368	108.870546735	1.17174661999e-127	7.30086090718e-14	108.870546092	6.43511001499e-07	3.1579513226e-40	4.17511630334e-94
1.81418	108.133004021	9.26896530169e-128	6.95966898856e-14	108.133003355	6.6599615653e-07	3.41101343982e-40	4.69319670765e-94
1.81468	107.397066123	7.33143301928e-128	6.63421251627e-14	107.397065433	6.89245206882e-07	3.6842383144e-40	5.27539789588e-94
1.81518	106.662768442	5.79837839927e-128	6.32377572526e-14	106.662767729	7.13283325113e-07	3.97922305135e-40	5.92963513762e-94
1.81568	105.930145983	4.58547472776e-128	6.02767494305e-14	105.930145245	7.38136486057e-07	4.29769051379e-40	6.6647982205e-94
1.81618	105.199233353	3.62595259997e-128	5.74525717239e-14	105.199232589	7.63831491458e-07	4.64149916565e-40	7.49087111406e-94
1.81668	104.470064758	2.86694927229e-128	5.47589873547e-14	104.470063968	7.90395995338e-07	5.01265368e-40	8.41906628841e-94
1.81718	103.742674005	2.26661606495e-128	5.21900397714e-14	103.742673187	8.17858530119e-07	5.41331637217e-40	9.46197547745e-94
1.81768	103.017094496	1.79182662002e-128	4.97400402459e-14	103.017093649	8.46248533495e-07	5.8458195215e-40	1.06337388946e-93
1.81818	102.293359229	1.41636137225e-128	4.74035560106e-14	102.293358353	8.75596376112e-07	6.31267865024e-40	1.19502351536e-93
1.81868	101.571500799	1.11946941153e-128	4.51753989128e-14	101.571499893	9.05933390042e-07	6.81660683345e-40	1.34292944202e-93
1.81918	100.851551392	8.84729394527e-129	4.30506145641e-14	100.851550455	9.37291898107e-07	7.36053011962e-40	1.50909376306e-93
1.81968	100.133542788	6.99147404534e-129	4.10244719637e-14	100.133541818	9.69705244045e-07	7.94760414754e-40	1.69576449532e-93
1.82018	99.4175063552	5.5244253656e-129	3.90924535749e-14	99.417505352	1.00320782357e-06	8.58123205169e-40	1.90546570608e-93
1.82068	98.703473055	4.36481196795e-129	3.72502458362e-14	98.7034720171	1.03783511632e-06	9.26508375537e-40	2.14103132122e-93
1.82118	97.9914734359	3.44829201144e-129	3.54937300871e-14	97.9914723623	1.07362371877e-06	1.00031167586e-39	2.40564306275e-93
1.82168	97.2815376351	2.72397175762e-129	3.38189738911e-14	97.2815365245	1.11061137806e-06	1.07995985359e-39	2.70287301879e-93
1.82218	96.5736953772	2.1515984994e-129	3.22222227402e-14	96.5736942284	1.14883702681e-06	1.16591306671e-39	3.03673141017e-93
1.82268	95.8679759731	1.69933864072e-129	3.06998921218e-14	95.8679747848	1.188340819e-06	1.25866748359e-39	3.41172018617e-93
1.82318	95.1644083199	1.34201911189e-129	2.92485599349e-14	95.1644070907	1.2291641668e-06	1.35875808388e-39	3.83289315891e-93
1.82368	94.4630208997	1.05973563055e-129	2.7864959239e-14	94.4630196283	1.27134977858e-06	1.46676167581e-39	4.30592347205e-93
1.82418	93.7638417794	8.36751385355e-130	2.65459713216e-14	93.7638404645	1.31494169786e-06	1.58330014676e-39	4.83717929565e-93
1.82468	93.0668986104	6.60625618843e-130	2.52886190712e-14	93.0668972504	1.35998534355e-06	1.70904396476e-39	5.43380874772e-93
1.82518	92.3722186276	5.21524182188e-130	2.40900606418e-14	92.3722172211	1.40652755126e-06	1.84471595029e-39	6.10383516394e-93
1.82568	91.6798286497	4.116741124e-130	2.29475833962e-14	91.6798271951	1.45461661575e-06	1.99109533916e-39	6.85626397317e-93
1.82618	90.9897550786	3.24932186305e-130	2.18585981168e-14	90.9897535743	1.50430233477e-06	2.14902215864e-39	7.70120258864e-93
1.82668	90.3020238991	2.56443665247e-130	2.08206334719e-14	90.3020223435	1.55563605395e-06	2.31940194103e-39	8.64999489586e-93
1.82718	89.6166606793	2.02372401804e-130	1.98313307258e-14	89.6166590706	1.60867071313e-06	2.50321080036e-39	9.71537210925e-93
1.82768	88.9336905697	1.59687405361e-130	1.88884386834e-14	88.9336889062	1.66346089393e-06	2.70150090006e-39	1.09116219846e-92
1.82818	88.253138304	1.2599407158e-130	1.79898088576e-14	88.2531365839	1.72006286875e-06	2.91540634163e-39	1.22547786148e-92
1.82868	87.5750281987	9.94007416411e-131	1.7133390851e-14	87.5750264201	1.77853465107e-06	3.14614950635e-39	1.37628353053e-92
1.82918	86.8993841534	7.84132052529e-131	1.63172279423e-14	86.8993823144	1.8389360473e-06	3.39504788477e-39	1.54559833291e-92
1.82968	86.226229651	6.18513034514e-131	1.55394528678e-14	86.2262277496	1.90132870999e-06	3.66352143128e-39	1.73568796984e-92
1.83018	85.5555877578	4.87830077944e-131	1.47982837903e-14	85.555585792	1.96577619268e-06	3.9531004837e-39	1.94909474696e-92
1.83068	84.8874811241	3.84723184869e-131	1.40920204471e-14	84.8874790918	2.03234400613e-06	4.2654342913e-39	2.18867125238e-92
1.83118	84.2219319844	3.03380884058e-131	1.34190404686e-14	84.2219298833	2.10109967636e-06	4.60230019743e-39	2.45761812418e-92
1.83168	83.5589621577	2.39214848499e-131	1.27777958609e-14	83.5589599856	2.17211280413e-06	4.96561352683e-39	2.75952640242e-92
1.83218	82.8985930485	1.88602794135e-131	1.21668096449e-14	82.8985908031	2.24545512625e-06	5.35743823136e-39	3.09842502079e-92
1.83268	82.2408456468	1.486853499e-131	1.15846726446e-14	82.2408433256	2.3212005785e-06	5.77999835183e-39	3.4788340599e-92
1.83318	81.5857405291	1.17205584158e-131	1.10300404192e-14	81.5857381297	2.39942536046e-06	6.23569035826e-39	3.90582445916e-92
1.83368	80.933297859	9.23822416436e-132	1.0501630331e-14	80.9332953788	2.48020800202e-06	6.72709643528e-39	4.38508496864e-92
1.83418	80.283537388	7.28096186451e-132	9.99821874507e-15	80.2835348244	2.56362943185e-06	7.25699878481e-39	4.92299721615e-92
1.83468	79.6364784561	5.73784859627e-132	9.51863835326e-15	79.6364758063	2.64977304776e-06	7.82839502317e-39	5.5267198706e-92
1.83518	78.9921399929	4.52136408566e-132	9.06177561805e-15	78.9921372542	2.73872478905e-06	8.44451475599e-39	6.20428300079e-92
1.83568	78.3505405186	3.56245956758e-132	8.62656833068e-15	78.350537688	2.83057321088e-06	9.10883742044e-39	6.96469386146e-92
1.83618	77.7116981445	2.80666433203e-132	8.21200327846e-15	77.7116952191	2.92540956065e-06	9.82511149093e-39	7.81805548647e-92
1.83668	77.0756305748	2.2110118739e-132	7.81711401658e-15	77.0756275515	3.02332785666e-06	1.0597375152e-38	8.77569963562e-92
1.83718	76.4423551068	1.74161333819e-132	7.44097873975e-15	76.4423519824	3.12442496881e-06	1.14299785493e-38	9.85033582736e-92
1.83768	75.811888633	1.37174212971e-132	7.08271824922e-15	75.8118854042	3.2288007016e-06	1.23276077394e-38	1.10562183986e-91
1.83818	75.1842476414	1.08032214855e-132	6.74149401114e-15	75.1842443048	3.3365578795e-06	1.32953104658e-38	1.24093337662e-91
1.83868	74.5594482174	8.5073470668e-133	6.41650630197e-15	74.5594447696	3.44780243458e-06	1.43385239003e-38	1.39276103255e-91
1.83918	73.937506045	6.69877034759e-133	6.10699243735e-15	73.9375024823	3.56264349663e-06	1.54631044998e-38	1.56311537169e-91
1.83968	73.3184364078	5.27419394219e-133	5.81222508056e-15	73.3184327266	3.68119348576e-06	1.66753601357e-38	1.75425105152e-91
1.84018	72.7022541908	4.15218953737e-133	5.53151062707e-15	72.7022503872	3.8035682076e-06	1.79820846711e-38	1.96869637684e-91
1.84068	72.0889738818	3.26857392499e-133	5.26418766193e-15	72.088969952	3.92988695099e-06	1.93905951691e-38	2.20928642211e-91
1.84118	71.4786095729	2.57276146166e-133	5.00962548661e-15	71.4786055126	4.06027258857e-06	2.09087719313e-38	2.47920015198e-91
1.84168	70.8711749617	2.02488703346e-133	4.7672227123e-15	70.8711707669	4.19485167992e-06	2.25451015815e-38	2.7820020212e-91
1.84218	70.2666833537	1.59353697485e-133	4.5364059167e-15	70.2666790199	4.3337545777e-06	2.43087234232e-38	3.12168859317e-91
1.84268	69.6651476631	1.25395963918e-133	4.31662836147e-15	69.6651431859	4.47711553661e-06	2.62094793189e-38	3.50274078066e-91
1.84318	69.0665804151	9.86654360079e-134	4.10736876767e-15	69.06657579	4.62507282535e-06	2.82579673571e-38	3.93018238503e-91
1.84368	68.4709937475	7.76258892678e-134	3.90813014654e-15	68.4709889697	4.77776884168e-06	3.04655995923e-38	4.40964569118e-91
1.84418	67.8783994124	6.10672277982e-134	3.71843868324e-15	67.878394477	4.93535023054e-06	3.28446641652e-38	4.94744496629e-91
1.84468	67.2888087781	4.80363377703e-134	3.53784267114e-15	67.2888036801	5.09796800549e-06	3.54083921336e-38	5.55065881214e-91
1.84518	66.7022328311	3.7782582771e-134	3.3659114944e-15	66.7022275653	5.26577767338e-06	3.81710293683e-38	6.2272224345e-91
1.84568	66.1186821778	2.97148445597e-134	3.20223465674e-15	66.1186767389	5.43893936245e-06	4.11479138961e-38	6.98603102054e-91
1.84618	65.5381670468	2.33676667759e-134	3.04642085423e-15	65.5381614292	5.61761795386e-06	4.43555590983e-38	7.83705555777e-91
1.84668	64.9606972906	1.83745751784e-134	2.89809709026e-15	64.9606914886	5.80198321688e-06	4.78117432081e-38	8.79147258785e-91
1.84718	64.3862823878	1.44470551541e-134	2.7569078307e-15	64.3862763956	5.9922099476e-06	5.15356055768e-38	9.861809567e-91
1.84768	63.8149314454	1.13579884431e-134	2.62251419753e-15	63.8149252569	6.18847811152e-06	5.5547750221e-38	1.10621077052e-90
1.84818	63.2466532006	8.9286044176e-135	2.49459319913e-15	63.2466468096	6.39097298991e-06	5.98703571947e-38	1.24081043796e-90
1.84868	62.681456023	7.01820111476e-135	2.37283699565e-15	62.6814494231	6.59988533014e-06	6.45273023768e-38	1.39174374696e-90
1.84918	62.1193479172	5.5160488603e-135	2.25695219788e-15	62.1193411018	6.81541150005e-06	6.95442863027e-38	1.5609874239e-90
1.84968	61.5603365247	4.33501363117e-135	2.14665919813e-15	61.560329487	7.03775364645e-06	7.49489727208e-38	1.75075677076e-90
1.85019	61.0044291264	3.40653533609e-135	2.04169153156e-15	61.0044218593	7.26711985791e-06	8.07711376013e-38	1.96353438041e-90
1.85069	60.4516326446	2.67667348535e-135	1.94179526682e-15	60.4516251409	7.50372433186e-06	8.70428293823e-38	2.20210229849e-90
1.85119	59.9019536459	2.10299365995e-135	1.84672842442e-15	59.9019458981	7.74778754624e-06	9.37985412929e-38	2.46957804454e-90
1.85169	59.355398343	1.65211623029e-135	1.7562604218e-15	59.3553903435	7.99953643559e-06	1.0107539666e-37	2.76945495408e-90
1.85219	58.8119725977	1.29778664249e-135	1.67017154374e-15	58.8119643385	8.25920457201e-06	1.08913348167e-37	3.10564735866e-90
1.85269	58.2716819229	1.01935643724e-135	1.58825243711e-15	58.2716733959	8.52703235081e-06	1.17355392115e-37	3.48254118218e-90
1.85319	57.7345314855	8.00587689313e-136	1.51030362867e-15	57.7345226822	8.80326718112e-06	1.26447798796e-37	3.9050506013e-90
1.85369	57.2005261085	6.28712092127e-136	1.43613506513e-15	57.2005170203	9.08816368162e-06	1.36240360197e-37	4.37868149452e-90
1.85419	56.669670274	4.93690518777e-136	1.36556567417e-15	56.669660892	9.38198388136e-06	1.46786656319e-37	4.90960249102e-90
1.85469	56.1419681255	3.87630398855e-136	1.29842294579e-15	56.1419584405	9.684997426e-06	1.58144341502e-37	5.50472452708e-90
1.85519	55.6174234706	3.04327317001e-136	1.23454253277e-15	55.6174134732	9.99748178938e-06	1.70375452254e-37	6.17178992597e-90
1.85569	55.0960397837	2.38904381174e-136	1.1737678696e-15	55.096029464	1.03197224908e-05	1.83546738183e-37	6.919472138e-90
1.85619	54.5778202086	1.87528534187e-136	1.1159498089e-15	54.5778095566	1.06520133179e-05	1.97730017761e-37	7.75748741301e-90
1.85669	54.0627675612	1.47187412833e-136	1.06094627463e-15	54.0627565666	1.09946565555e-05	2.13002560756e-37	8.69671982877e-90
1.85719	53.5508843324	1.15513848201e-136	1.00862193127e-15	53.5508729844	1.13479632204e-05	2.29447499341e-37	9.74936126822e-90
1.85769	53.0421726905	9.06478484314e-137	9.58847868234e-16	53.0421609783	1.17122533023e-05	2.47154269991e-37	1.09290681278e-89
1.85819	52.5366344845	7.11280686662e-137	9.11501298934e-16	52.5366223966	1.20878560111e-05	2.66219088479e-37	1.22511367511e-89
1.85869	52.0342712463	5.58064761774e-137	8.66465273654e-16	52.0342587712	1.24751100308e-05	2.86745460417e-37	1.37326998192e-89
1.85919	51.5350841941	4.37812596056e-137	8.23628405762e-16	51.5350713197	1.28743637794e-05	3.08844730002e-37	1.53929461938e-89
1.85969	51.0390742348	3.43440867034e-137	7.82884610562e-16	51.0390609488	1.32859756765e-05	3.32636669785e-37	1.72533670064e-89
1.86019	50.5462419671	2.69386457554e-137	7.44132856242e-16	50.5462282568	1.37103144172e-05	3.58250114525e-37	1.93380311176e-89
1.86069	50.0565876844	2.11280596638e-137	7.07276926365e-16	50.0565735367	1.41477592535e-05	3.85823642404e-37	2.16738934424e-89
1.86119	49.5701113777	1.65692762111e-137	6.72225193361e-16	49.570096779	1.45987002823e-05	4.15506307098e-37	2.42911400516e-89
1.86169	49.0868127383	1.29929428644e-137	6.3889040254e-16	49.0867976748	1.50635387418e-05	4.474584245e-37	2.72235744233e-89
1.86219	48.6066911611	1.01875930263e-137	6.07189466124e-16	48.6066756184	1.55426873151e-05	4.81852418123e-37	3.05090497376e-89
1.86269	48.1297457474	7.98722123699e-138	5.77043266847e-16	48.1297297109	1.60365704416e-05	5.18873727557e-37	3.41899526886e-89
1.86319	47.6559753079	6.2615219666e-138	5.48376470693e-16	47.6559587622	1.65456246363e-05	5.58721784622e-37	3.8313744933e-89
1.86369	47.1853783655	4.90822169535e-138	5.21117348344e-16	47.1853612952	1.70702988178e-05	6.0161106225e-37	4.29335690261e-89
1.86419	46.7179531588	3.84705593524e-138	4.95197604931e-16	46.7179355477	1.76110546441e-05	6.47772201474e-37	4.81089265003e-89
1.86469	46.2536976447	3.01503875455e-138	4.70552217731e-16	46.2536794763	1.81683668576e-05	6.97453222285e-37	5.39064366542e-89
1.86519	45.7926095015	2.36274778441e-138	4.47119281422e-16	45.7925907588	1.87427236388e-05	7.50920824576e-37	6.0400685629e-89
1.86569	45.3346861323	1.85140698622e-138	4.24839860555e-16	45.3346667976	1.93346269683e-05	8.08461785825e-37	6.76751764887e-89
1.86619	44.8799246676	1.45059608036e-138	4.03657848924e-16	44.879904723	1.99445929993e-05	8.70384462648e-37	7.5823392281e-89
1.86669	44.4283219686	1.13645218739e-138	3.83519835492e-16	44.4283013955	2.05731524388e-05	9.37020403908e-37	8.49499854795e-89
1.86719	43.9798746306	8.90258043005e-139	3.64374976595e-16	43.9798534098	2.12208509383e-05	1.0087260836e-36	9.51721087882e-89
1.86769	43.5345789855	6.97333791644e-139	3.46174874121e-16	43.5345570972	2.18882494952e-05	1.08588476234e-36	1.06620904061e-88
1.86819	43.0924311053	5.46167160483e-139	3.28873459391e-16	43.0924085293	2.25759248636e-05	1.16890848697e-36	1.19443168069e-88
1.86869	42.6534268052	4.27730800232e-139	3.12426882479e-16	42.6534035207	2.32844699762e-05	1.25824023839e-36	1.33803216062e-88
1.86919	42.2175616466	3.34946568375e-139	2.96793406726e-16	42.2175376321	2.40144943764e-05	1.35435623862e-36	1.49884966542e-88
1.86969	41.7848309406	2.62265164431e-139	2.81933308194e-16	41.784806174	2.4766624661e-05	1.4577684287e-36	1.67894273434e-88
1.87019	41.3552297506	2.05336309883e-139	2.67808779846e-16	41.3552042091	2.55415049352e-05	1.56902713015e-36	1.88061534932e-88
1.87069	40.9287528959	1.6074999383e-139	2.54383840225e-16	40.9287265561	2.63397972778e-05	1.68872390332e-36	2.10644611742e-88
1.87119	40.5053949545	1.25833490788e-139	2.41624246426e-16	40.5053677923	2.71621822189e-05	1.81749461724e-36	2.35932091319e-88
1.87169	40.0851502667	9.8492144199e-140	2.2949741116e-16	40.0851222574	2.80093592289e-05	1.95602274639e-36	2.64246939e-88
1.87219	39.668012938	7.70844907554e-140	2.17972323725e-16	39.667984056	2.88820472207e-05	2.10504291116e-36	2.95950581753e-88
1.87269	39.2539768423	6.0324327756e-140	2.07019474698e-16	39.2539470613	2.97809850633e-05	2.26534467983e-36	3.31447475676e-88
1.87319	38.8430356249	4.72039174258e-140	1.96610784174e-16	38.843004918	3.07069321092e-05	2.43777665126e-36	3.71190214356e-88
1.87369	38.4351827064	3.6933771746e-140	1.86719533394e-16	38.4351510457	3.16606687342e-05	2.62325083887e-36	4.15685241977e-88
1.87419	38.0304112847	2.88954423703e-140	1.773202996e-16	38.0303786417	3.26429968914e-05	2.82274737796e-36	4.65499242557e-88
1.87469	37.6287143395	2.26045102579e-140	1.68388893963e-16	37.6286806847	3.36547406778e-05	3.03731958021e-36	5.21266285094e-88
1.87519	37.2300846344	1.76815740663e-140	1.59902302445e-16	37.2300499376	3.46967469166e-05	3.26809936052e-36	5.83695813819e-88
1.87569	36.8345147207	1.38295107047e-140	1.51838629468e-16	36.8344789508	3.57698857518e-05	3.51630306368e-36	6.53581583196e-88
1.87619	36.4419969404	1.08156536869e-140	1.4417704423e-16	36.4419600653	3.68750512598e-05	3.78323771999e-36	7.31811649086e-88
1.87669	36.0525234295	8.4578270217e-141	1.36897729585e-16	36.0524854163	3.80131620741e-05	4.0703077612e-36	8.19379540537e-88
1.87719	35.6660861209	6.6134015449e-141	1.29981833327e-16	35.6660469357	3.91851620264e-05	4.37902223049e-36	9.1739675133e-88
1.87769	35.282676748	5.17072039473e-141	1.234114218e-16	35.282636356	4.03920208036e-05	4.71100252243e-36	1.02710670672e-87
1.87819	34.9022868475	4.04238136746e-141	1.17169435695e-16	34.9022452128	4.16347346201e-05	5.06799069181e-36	1.14990037913e-87
1.87869	34.5249077628	3.15997451927e-141	1.11239647959e-16	34.5248648485	4.29143269072e-05	5.45185837263e-36	1.28733374682e-87
1.87919	34.1505306471	2.4699601457e-141	1.05606623695e-16	34.1504864152	4.42318490196e-05	5.86461635194e-36	1.44114731259e-87
1.87969	33.7791464665	1.9304403144e-141	1.00255681974e-16	33.7791008782	4.55883809579e-05	6.30842484618e-36	1.61328792466e-87
1.88019	33.4107460035	1.50863048508e-141	9.51728594633e-17	33.4106990184	4.69850321104e-05	6.7856045312e-36	1.80593317073e-87
1.88069	33.0453198595	1.17887958743e-141	9.03448757831e-17	33.0452714365	4.84229420117e-05	7.29864838092e-36	2.0215186476e-87
1.88119	32.6828584586	9.21119728777e-142	8.57591005195e-17	32.6828085553	4.99032811199e-05	7.8502343734e-36	2.2627684444e-87
1.88169	32.3233520506	7.19652417173e-142	8.14035218067e-17	32.3233006233	5.14272516135e-05	8.44323912754e-36	2.53272921707e-87
1.88219	31.9667907137	5.62198342004e-142	7.72667164091e-17	31.9667377177	5.29960882063e-05	9.08075253798e-36	2.83480827602e-87
1.88269	31.6131643584	4.3915355256e-142	7.33378212319e-17	31.6131097474	5.46110589831e-05	9.76609348089e-36	3.17281615803e-87
1.88319	31.2624627299	3.43007256649e-142	6.96065061929e-17	31.2624064564	5.62734662546e-05	1.05028266683e-35	3.55101420918e-87
1.88369	30.9146754114	2.67886164121e-142	6.60629483917e-17	30.9146174268	5.79846474339e-05	1.12947807346e-35	3.9741677666e-87
1.88419	30.5697918277	2.09197903054e-142	6.26978075138e-17	30.5697320817	5.97459759333e-05	1.21460676442e-35	4.44760559616e-87
1.88469	30.2278012476	1.63351993241e-142	5.95022024129e-17	30.2277396888	6.15588620828e-05	1.3061103517e-35	4.97728631971e-87
1.88519	29.8886927875	1.27541528434e-142	5.6467688815e-17	29.8886293627	6.34247540707e-05	1.40446309737e-35	5.56987265162e-87
1.88569	29.552455414	9.95723745429e-143	5.3586238091e-17	29.5523900689	6.53451389066e-05	1.5101743111e-35	6.23281435983e-87
1.88619	29.2190779475	7.77295545266e-143	5.08502170477e-17	29.219010626	6.73215434075e-05	1.62379092263e-35	6.97444097393e-87
1.88669	28.8885490649	6.06727334344e-143	4.82523686896e-17	28.8884797094	6.93555352074e-05	1.74590024159e-35	7.80406538206e-87
1.88719	28.5608573028	4.73544734184e-143	4.57857939031e-17	28.5607858541	7.14487237905e-05	1.87713291855e-35	8.73209959188e-87
1.88769	28.2359910602	3.69563039047e-143	4.34439340233e-17	28.2359174575	7.36027615495e-05	2.01816612154e-35	9.77018407968e-87
1.88819	27.9139386022	2.8838728992e-143	4.12205542374e-17	27.9138627828	7.58193448688e-05	2.1697269439e-35	1.09313323181e-86
1.88869	27.5946880622	2.25021372694e-143	3.91097277877e-17	27.594609962	7.81002152331e-05	2.33259605992e-35	1.22300922585e-86
1.88919	27.2782274454	1.75562392799e-143	3.71058209359e-17	27.2781469983	8.04471603621e-05	2.50761164642e-35	1.36827267507e-86
1.88969	26.9645446318	1.3696174508e-143	3.52034786511e-17	26.9644617698	8.28620153728e-05	2.69567358927e-35	1.53074151152e-86
1.89019	26.6536273789	1.06838341639e-143	3.33976109886e-17	26.6535420322	8.53466639679e-05	2.89774799547e-35	1.712447834e-86
1.89069	26.3454633246	8.33326251843e-144	3.1683380126e-17	26.3453754216	8.7903039653e-05	3.11487203298e-35	1.91566306635e-86
1.89119	26.0400399905	6.4992472098e-144	3.00561880251e-17	26.0399494574	9.05331269823e-05	3.34815912161e-35	2.14292606248e-86
1.89169	25.7373447846	5.06840274251e-144	2.85116646903e-17	25.7372515456	9.32389628325e-05	3.59880450059e-35	2.39707450243e-86
1.89219	25.4373650041	3.95220302209e-144	2.70456569944e-17	25.4372689814	9.60226377081e-05	3.86809119979e-35	2.68127996367e-86
1.89269	25.1400878383	3.08153739554e-144	2.56542180459e-17	25.139988952	9.88862970753e-05	4.15739644361e-35	2.99908709652e-86
1.89319	24.8455003719	2.40245746186e-144	2.43335970698e-17	24.8453985398	0.000101832142729	4.46819851879e-35	3.35445738268e-86
1.89369	24.5535895872	1.87285450038e-144	2.308022978e-17	24.5534847248	0.000104862434188	4.80208413943e-35	3.75181801142e-86
1.89419	24.2643423674	1.45986413392e-144	2.18907292176e-17	24.2642343879	0.000107979490128	5.16075634499e-35	4.19611647023e-86
1.89469	23.9777454991	1.13783923945e-144	2.07618770341e-17	23.9776343134	0.000111185689845	5.54604296947e-35	4.69288151608e-86
1.89519	23.6937856754	8.86766835468e-145	1.96906151978e-17	23.6936711919	0.000114483474746	5.959905723e-35	5.24829127089e-86
1.89569	23.4124494984	6.91031820101e-145	1.86740381027e-17	23.4123316231	0.00011787534989	6.40444992953e-35	5.86924927122e-86
1.89619	23.1337234824	5.3845165631e-145	1.77093850616e-17	23.1336021185	0.000121363885545	6.88193496791e-35	6.56346939858e-86
1.89669	22.857594056	4.19522691578e-145	1.67940331636e-17	22.8574691043	0.000124951718799	7.39478546663e-35	7.33957072434e-86
