#time	voltage
-1.39083937039e-06	1.93576614108e-05
-1.38883937044e-06	2.00009032121e-05
-1.3868393705e-06	2.07052181477e-05
-1.38483937056e-06	2.13577666993e-05
-1.38283937061e-06	2.21319486518e-05
-1.38083937067e-06	2.29592556824e-05
-1.37883937073e-06	2.38171885564e-05
-1.37683937078e-06	2.4661793184e-05
-1.37483937084e-06	2.56403229876e-05
-1.3728393709e-06	2.66769876894e-05
-1.37083937095e-06	2.78303034512e-05
-1.36883937101e-06	2.90089950991e-05
-1.36683937107e-06	3.02113607686e-05
-1.36483937112e-06	3.14236021451e-05
-1.36283937118e-06	3.26477828376e-05
-1.36083937123e-06	3.38589223792e-05
-1.35883937129e-06	3.51431540889e-05
-1.35683937135e-06	3.63038084878e-05
-1.3548393714e-06	3.7472516546e-05
-1.35283937146e-06	3.85399939356e-05
-1.35083937152e-06	3.95862212044e-05
-1.34883937157e-06	4.05500326766e-05
-1.34683937163e-06	4.14605818812e-05
-1.34483937169e-06	4.21959154386e-05
-1.34283937174e-06	4.29098301648e-05
-1.3408393718e-06	4.34540824111e-05
-1.33883937186e-06	4.39267915972e-05
-1.33683937191e-06	4.42201838891e-05
-1.33483937197e-06	4.44346248376e-05
-1.33283937203e-06	4.44884563137e-05
-1.33083937208e-06	4.44824461471e-05
-1.32883937214e-06	4.43017743353e-05
-1.3268393722e-06	4.41036237653e-05
-1.32483937225e-06	4.37294444948e-05
-1.32283937231e-06	4.3383265569e-05
-1.32083937237e-06	4.29063930715e-05
-1.31883937242e-06	4.25247476129e-05
-1.31683937248e-06	4.20372455176e-05
-1.31483937254e-06	4.15328065589e-05
-1.31283937259e-06	4.09751300414e-05
-1.31083937265e-06	4.03920934686e-05
-1.30883937271e-06	3.97117581368e-05
-1.30683937276e-06	3.9070931294e-05
-1.30483937282e-06	3.83826141836e-05
-1.30283937288e-06	3.77915582262e-05
-1.30083937293e-06	3.7241302536e-05
-1.29883937299e-06	3.69145509964e-05
-1.29683937304e-06	3.6793704007e-05
-1.2948393731e-06	3.69048504451e-05
-1.29283937316e-06	3.71474314856e-05
-1.29083937321e-06	3.76703322228e-05
-1.28883937327e-06	3.83655960468e-05
-1.28683937333e-06	3.92356522615e-05
-1.28483937338e-06	4.01121013611e-05
-1.28283937344e-06	4.10810488665e-05
-1.2808393735e-06	4.2037883289e-05
-1.27883937355e-06	4.29867166656e-05
-1.27683937361e-06	4.39010655032e-05
-1.27483937367e-06	4.48325266408e-05
-1.27283937372e-06	4.56419267282e-05
-1.27083937378e-06	4.63890980607e-05
-1.26883937384e-06	4.70904716566e-05
-1.26683937389e-06	4.77696764865e-05
-1.26483937395e-06	4.82514899437e-05
-1.26283937401e-06	4.86707721153e-05
-1.26083937406e-06	4.89147641496e-05
-1.25883937412e-06	4.90903412635e-05
-1.25683937418e-06	4.91022735585e-05
-1.25483937423e-06	4.8984395046e-05
-1.25283937429e-06	4.8688344495e-05
-1.25083937435e-06	4.8271509378e-05
-1.2488393744e-06	4.7674007716e-05
-1.24683937446e-06	4.69768241227e-05
-1.24483937452e-06	4.60872791473e-05
-1.24283937457e-06	4.51175279535e-05
-1.24083937463e-06	4.39932294552e-05
-1.23883937469e-06	4.28218268335e-05
-1.23683937474e-06	4.15572427941e-05
-1.2348393748e-06	4.03246266364e-05
-1.23283937485e-06	3.89364950495e-05
-1.23083937491e-06	3.75311118631e-05
-1.22883937497e-06	3.60124314573e-05
-1.22683937502e-06	3.44681956366e-05
-1.22483937508e-06	3.28278148569e-05
-1.22283937514e-06	3.11340750974e-05
-1.22083937519e-06	2.93033978239e-05
-1.21883937525e-06	2.7382668496e-05
-1.21683937531e-06	2.53611106131e-05
-1.21483937536e-06	2.33296071857e-05
-1.21283937542e-06	2.12113942321e-05
-1.21083937548e-06	1.8980339754e-05
-1.20883937553e-06	1.66243323028e-05
-1.20683937559e-06	1.4139165815e-05
-1.20483937565e-06	1.15868889027e-05
-1.2028393757e-06	8.97570298898e-06
-1.20083937576e-06	6.19886483635e-06
-1.19883937582e-06	3.44864610393e-06
-1.19683937587e-06	6.42067388946e-07
-1.19483937593e-06	-1.97932153134e-06
-1.19283937599e-06	-4.5347281731e-06
-1.19083937604e-06	-6.91669297891e-06
-1.1888393761e-06	-9.10548340348e-06
-1.18683937616e-06	-1.11090998317e-05
-1.18483937621e-06	-1.29217670218e-05
-1.18283937627e-06	-1.44432929444e-05
-1.18083937633e-06	-1.58082197019e-05
-1.17883937638e-06	-1.69350789393e-05
-1.17683937644e-06	-1.78078972571e-05
-1.1748393765e-06	-1.8371319564e-05
-1.17283937655e-06	-1.87592895483e-05
-1.17083937661e-06	-1.88968523878e-05
-1.16883937667e-06	-1.89391243063e-05
-1.16683937672e-06	-1.88056512436e-05
-1.16483937678e-06	-1.85001780064e-05
-1.16283937683e-06	-1.80692965001e-05
-1.16083937689e-06	-1.75467588663e-05
-1.15883937695e-06	-1.69028429908e-05
-1.156839377e-06	-1.62910777748e-05
-1.15483937706e-06	-1.55381447576e-05
-1.15283937712e-06	-1.47790110675e-05
-1.15083937717e-06	-1.39091346346e-05
-1.14883937723e-06	-1.30430715994e-05
-1.14683937729e-06	-1.21199052751e-05
-1.14483937734e-06	-1.11745524019e-05
-1.1428393774e-06	-1.01136570639e-05
-1.14083937746e-06	-9.06174777265e-06
-1.13883937751e-06	-7.95616089605e-06
-1.13683937757e-06	-6.86501112776e-06
-1.13483937763e-06	-5.74677500544e-06
-1.13283937768e-06	-4.71511016396e-06
-1.13083937774e-06	-3.70647652763e-06
-1.1288393778e-06	-2.81242461051e-06
-1.12683937785e-06	-1.88259101712e-06
-1.12483937791e-06	-1.08427718318e-06
-1.12283937797e-06	-2.56609548437e-07
-1.12083937802e-06	3.79649280192e-07
-1.11883937808e-06	9.79267230175e-07
-1.11683937814e-06	1.38309298878e-06
-1.11483937819e-06	1.71477905734e-06
-1.11283937825e-06	1.97380426002e-06
-1.11083937831e-06	2.21173614706e-06
-1.10883937836e-06	2.35805569565e-06
-1.10683937842e-06	2.51304310089e-06
-1.10483937848e-06	2.61712997456e-06
-1.10283937853e-06	2.79147428003e-06
-1.10083937859e-06	2.9416996875e-06
-1.09883937864e-06	3.14805397516e-06
-1.0968393787e-06	3.37120906667e-06
-1.09483937876e-06	3.65204731879e-06
-1.09283937881e-06	3.98123220174e-06
-1.09083937887e-06	4.3935668011e-06
-1.08883937893e-06	4.67909367865e-06
-1.08683937898e-06	4.93627228187e-06
-1.08483937904e-06	5.11540320792e-06
-1.0828393791e-06	5.29527176882e-06
-1.08083937915e-06	5.33018462525e-06
-1.07883937921e-06	5.32653257565e-06
-1.07683937927e-06	5.19959751002e-06
-1.07483937932e-06	5.08050737229e-06
-1.07283937938e-06	4.94275869051e-06
-1.07083937944e-06	4.89130965794e-06
-1.06883937949e-06	4.84111608344e-06
-1.06683937955e-06	4.84296766771e-06
-1.06483937961e-06	4.78606054839e-06
-1.06283937966e-06	4.84803227398e-06
-1.06083937972e-06	4.86493117651e-06
-1.05883937978e-06	4.85875208101e-06
-1.05683937983e-06	4.73686472449e-06
-1.05483937989e-06	4.58759497839e-06
-1.05283937995e-06	4.35255067834e-06
-1.05083938e-06	4.15434769554e-06
-1.04883938006e-06	3.90651571776e-06
-1.04683938012e-06	3.71290920132e-06
-1.04483938017e-06	3.60499627481e-06
-1.04283938023e-06	3.71322718193e-06
-1.04083938029e-06	3.89980230707e-06
-1.03883938034e-06	4.236183724e-06
-1.0368393804e-06	4.63748469785e-06
-1.03483938045e-06	5.16253945188e-06
-1.03283938051e-06	5.72016475499e-06
-1.03083938057e-06	6.46454223786e-06
-1.02883938062e-06	7.22597293316e-06
-1.02683938068e-06	8.07114978412e-06
-1.02483938074e-06	8.94412537467e-06
-1.02283938079e-06	9.90296332817e-06
-1.02083938085e-06	1.09244564169e-05
-1.01883938091e-06	1.20296146348e-05
-1.01683938096e-06	1.31332014674e-05
-1.01483938102e-06	1.42474078954e-05
-1.01283938108e-06	1.52676658784e-05
-1.01083938113e-06	1.62635524119e-05
-1.00883938119e-06	1.70797187054e-05
-1.00683938125e-06	1.78615286171e-05
-1.0048393813e-06	1.85565262615e-05
-1.00283938136e-06	1.92281069192e-05
-1.00083938142e-06	1.97770572929e-05
-9.98839381473e-07	2.03957238646e-05
-9.9683938153e-07	2.09521011381e-05
-9.94839381586e-07	2.1567480862e-05
-9.92839381643e-07	2.21716498215e-05
-9.90839381699e-07	2.29179263493e-05
-9.88839381756e-07	2.36948954083e-05
-9.86839381812e-07	2.45327048228e-05
-9.84839381869e-07	2.53326961057e-05
-9.82839381925e-07	2.61923812363e-05
-9.80839381982e-07	2.71065358362e-05
-9.78839382039e-07	2.81219714896e-05
-9.76839382095e-07	2.90902293277e-05
-9.74839382152e-07	3.00832041654e-05
-9.72839382208e-07	3.10477995949e-05
-9.70839382265e-07	3.2056549304e-05
-9.68839382321e-07	3.29753384676e-05
-9.66839382378e-07	3.39836094198e-05
-9.64839382435e-07	3.49870616945e-05
-9.62839382491e-07	3.60010585594e-05
-9.60839382548e-07	3.70072648588e-05
-9.58839382604e-07	3.80618009891e-05
-9.56839382661e-07	3.90778921991e-05
-9.54839382717e-07	4.0092276611e-05
-9.52839382774e-07	4.10568666041e-05
-9.5083938283e-07	4.20265094651e-05
-9.48839382887e-07	4.2824936547e-05
-9.46839382944e-07	4.353539726e-05
-9.44839383e-07	4.40982174243e-05
-9.42839383057e-07	4.45286298282e-05
-9.40839383113e-07	4.47400779765e-05
-9.3883938317e-07	4.47639684626e-05
-9.36839383226e-07	4.45250152134e-05
-9.34839383283e-07	4.40855372164e-05
-9.3283938334e-07	4.33980652123e-05
-9.30839383396e-07	4.25148224606e-05
-9.28839383453e-07	4.14305518597e-05
-9.26839383509e-07	4.01949379995e-05
-9.24839383566e-07	3.87104871097e-05
-9.22839383622e-07	3.71302688844e-05
-9.20839383679e-07	3.53894812444e-05
-9.18839383736e-07	3.36276098359e-05
-9.16839383792e-07	3.17695121564e-05
-9.14839383849e-07	2.99811280626e-05
-9.12839383905e-07	2.82139146073e-05
-9.10839383962e-07	2.65559376165e-05
-9.08839384018e-07	2.48948430957e-05
-9.06839384075e-07	2.33459438699e-05
-9.04839384131e-07	2.17614076794e-05
-9.02839384188e-07	2.023690567e-05
-9.00839384245e-07	1.86625273783e-05
-8.98839384301e-07	1.71413395345e-05
-8.96839384358e-07	1.55607831865e-05
-8.94839384414e-07	1.39960968511e-05
-8.92839384471e-07	1.23509803895e-05
-8.90839384527e-07	1.06896277921e-05
-8.88839384584e-07	9.00107744092e-06
-8.86839384641e-07	7.36759156678e-06
-8.84839384697e-07	5.69183543941e-06
-8.82839384754e-07	4.06210614287e-06
-8.8083938481e-07	2.42101322465e-06
-8.78839384867e-07	8.99624121763e-07
-8.76839384923e-07	-6.50545246929e-07
-8.7483938498e-07	-2.1097298973e-06
-8.72839385036e-07	-3.53211783134e-06
-8.70839385093e-07	-4.83988689608e-06
-8.6883938515e-07	-6.11150493889e-06
-8.66839385206e-07	-7.34013724501e-06
-8.64839385263e-07	-8.49603595017e-06
-8.62839385319e-07	-9.58251230163e-06
-8.60839385376e-07	-1.0690927835e-05
-8.58839385432e-07	-1.17110122785e-05
-8.56839385489e-07	-1.26904507944e-05
-8.54839385546e-07	-1.35381250425e-05
-8.52839385602e-07	-1.43657877741e-05
-8.50839385659e-07	-1.50356918727e-05
-8.48839385715e-07	-1.56579928344e-05
-8.46839385772e-07	-1.60892210905e-05
-8.44839385828e-07	-1.64486465891e-05
-8.42839385885e-07	-1.67461715971e-05
-8.40839385942e-07	-1.7018435893e-05
-8.38839385998e-07	-1.72539535878e-05
-8.36839386055e-07	-1.74299422639e-05
-8.34839386111e-07	-1.75341821161e-05
-8.32839386168e-07	-1.76434278925e-05
-8.30839386224e-07	-1.76676774026e-05
-8.28839386281e-07	-1.77258417081e-05
-8.26839386337e-07	-1.77359499881e-05
-8.24839386394e-07	-1.7767437106e-05
-8.22839386451e-07	-1.78069854168e-05
-8.20839386507e-07	-1.78821694004e-05
-8.18839386564e-07	-1.79573572354e-05
-8.1683938662e-07	-1.80726781024e-05
-8.14839386677e-07	-1.82189792216e-05
-8.12839386733e-07	-1.84521265984e-05
-8.1083938679e-07	-1.86687033433e-05
-8.08839386847e-07	-1.89660591091e-05
-8.06839386903e-07	-1.92269532059e-05
-8.0483938696e-07	-1.95857282674e-05
-8.02839387016e-07	-1.99719474782e-05
-8.00839387073e-07	-2.05182531515e-05
-7.98839387129e-07	-2.10456253043e-05
-7.96839387186e-07	-2.16829631349e-05
-7.94839387242e-07	-2.2321446384e-05
-7.92839387299e-07	-2.3042628423e-05
-7.90839387356e-07	-2.38347265588e-05
-7.88839387412e-07	-2.47605760478e-05
-7.86839387469e-07	-2.57478749493e-05
-7.84839387525e-07	-2.68089618404e-05
-7.82839387582e-07	-2.77889323938e-05
-7.80839387638e-07	-2.87980497137e-05
-7.78839387695e-07	-2.97487221181e-05
-7.76839387752e-07	-3.07356945179e-05
-7.74839387808e-07	-3.1541321238e-05
-7.72839387865e-07	-3.22859658572e-05
-7.70839387921e-07	-3.28740701085e-05
-7.68839387978e-07	-3.33275394754e-05
-7.66839388034e-07	-3.35402699949e-05
-7.64839388091e-07	-3.35939063448e-05
-7.62839388147e-07	-3.34428986907e-05
-7.60839388204e-07	-3.31650206827e-05
-7.58839388261e-07	-3.27484205919e-05
-7.56839388317e-07	-3.23094190861e-05
-7.54839388374e-07	-3.18036049828e-05
-7.5283938843e-07	-3.1285047999e-05
-7.50839388487e-07	-3.07083077411e-05
-7.48839388543e-07	-3.02551234789e-05
-7.468393886e-07	-2.97174990149e-05
-7.44839388657e-07	-2.92008352045e-05
-7.42839388713e-07	-2.86143230155e-05
-7.4083938877e-07	-2.80054172231e-05
-7.38839388826e-07	-2.73260985569e-05
-7.36839388883e-07	-2.66094631214e-05
-7.34839388939e-07	-2.57370349644e-05
-7.32839388996e-07	-2.48542770279e-05
-7.30839389053e-07	-2.38203511061e-05
-7.28839389109e-07	-2.26963068148e-05
-7.26839389166e-07	-2.14125850355e-05
-7.24839389222e-07	-2.0068363386e-05
-7.22839389279e-07	-1.84648876157e-05
-7.20839389335e-07	-1.6778284237e-05
-7.18839389392e-07	-1.49194092846e-05
-7.16839389448e-07	-1.29852551922e-05
-7.14839389505e-07	-1.08608439685e-05
-7.12839389562e-07	-8.68264367105e-06
-7.10839389618e-07	-6.41765759365e-06
-7.08839389675e-07	-4.20594750641e-06
-7.06839389731e-07	-1.96816574145e-06
-7.04839389788e-07	1.65930829279e-07
-7.02839389844e-07	2.24668634858e-06
-7.00839389901e-07	4.19091864256e-06
-6.98839389958e-07	6.07104261993e-06
-6.96839390014e-07	7.81241014109e-06
-6.94839390071e-07	9.52941783566e-06
-6.92839390127e-07	1.11260421671e-05
-6.90839390184e-07	1.26453718367e-05
-6.8883939024e-07	1.40214948764e-05
-6.86839390297e-07	1.52992441298e-05
-6.84839390353e-07	1.64494475023e-05
-6.8283939041e-07	1.75961091355e-05
-6.80839390467e-07	1.86284208489e-05
-6.78839390523e-07	1.95790069345e-05
-6.7683939058e-07	2.03335949388e-05
-6.74839390636e-07	2.11352795439e-05
-6.72839390693e-07	2.19064103901e-05
-6.70839390749e-07	2.27364998906e-05
-6.68839390806e-07	2.34836193953e-05
-6.66839390863e-07	2.42365905155e-05
-6.64839390919e-07	2.49564679827e-05
-6.62839390976e-07	2.55335546827e-05
-6.60839391032e-07	2.59826075754e-05
-6.58839391089e-07	2.63426570715e-05
-6.56839391145e-07	2.65400629218e-05
-6.54839391202e-07	2.66731415363e-05
-6.52839391259e-07	2.66973893777e-05
-6.50839391315e-07	2.66686814675e-05
-6.48839391372e-07	2.65107837623e-05
-6.46839391428e-07	2.62988482208e-05
-6.44839391485e-07	2.59642331599e-05
-6.42839391541e-07	2.55953161235e-05
-6.40839391598e-07	2.51501632525e-05
-6.38839391654e-07	2.46656559735e-05
-6.36839391711e-07	2.41575097664e-05
-6.34839391768e-07	2.36749617542e-05
-6.32839391824e-07	2.31885461356e-05
-6.30839391881e-07	2.28485878512e-05
-6.28839391937e-07	2.25152726156e-05
-6.26839391994e-07	2.22678687267e-05
-6.2483939205e-07	2.19858737365e-05
-6.22839392107e-07	2.18395133688e-05
-6.20839392164e-07	2.16760851286e-05
-6.1883939222e-07	2.15722479832e-05
-6.16839392277e-07	2.14472873696e-05
-6.14839392333e-07	2.13111840138e-05
-6.1283939239e-07	2.11930729619e-05
-6.10839392446e-07	2.10681694858e-05
-6.08839392503e-07	2.08761501748e-05
-6.06839392559e-07	2.0682443107e-05
-6.04839392616e-07	2.04282402744e-05
-6.02839392673e-07	2.01991381067e-05
-6.00839392729e-07	1.98932367569e-05
-5.98839392786e-07	1.96360729716e-05
-5.96839392842e-07	1.92885028721e-05
-5.94839392899e-07	1.8943951749e-05
-5.92839392955e-07	1.85046752343e-05
-5.90839393012e-07	1.80877523888e-05
-5.88839393069e-07	1.76702976057e-05
-5.86839393125e-07	1.73289681131e-05
-5.84839393182e-07	1.70569364729e-05
-5.82839393238e-07	1.68923792145e-05
-5.80839393295e-07	1.67060742156e-05
-5.78839393351e-07	1.66375394536e-05
-5.76839393408e-07	1.65357153084e-05
-5.74839393465e-07	1.65920373242e-05
-5.72839393521e-07	1.66674606486e-05
-5.70839393578e-07	1.68951571058e-05
-5.68839393634e-07	1.71613535673e-05
-5.66839393691e-07	1.75492188155e-05
-5.64839393747e-07	1.79547287701e-05
-5.62839393804e-07	1.84185296259e-05
-5.6083939386e-07	1.88270868336e-05
-5.58839393917e-07	1.92207020228e-05
-5.56839393974e-07	1.95347943346e-05
-5.5483939403e-07	1.9769182824e-05
-5.52839394087e-07	1.98982364067e-05
-5.50839394143e-07	1.9983341041e-05
-5.488393942e-07	1.98910042767e-05
-5.46839394256e-07	1.97484111406e-05
-5.44839394313e-07	1.94736494417e-05
-5.4283939437e-07	1.92274002903e-05
-5.40839394426e-07	1.88964687097e-05
-5.38839394483e-07	1.85608643095e-05
-5.36839394539e-07	1.81911734049e-05
-5.34839394596e-07	1.78889667787e-05
-5.32839394652e-07	1.76013883131e-05
-5.30839394709e-07	1.74248048164e-05
-5.28839394765e-07	1.72271683334e-05
-5.26839394822e-07	1.71510952732e-05
-5.24839394879e-07	1.70979856103e-05
-5.22839394935e-07	1.72371828194e-05
-5.20839394992e-07	1.74293969747e-05
-5.18839395048e-07	1.77898680087e-05
-5.16839395105e-07	1.81854965847e-05
-5.14839395161e-07	1.8741672782e-05
-5.12839395218e-07	1.93219571207e-05
-5.10839395275e-07	2.00118773514e-05
-5.08839395331e-07	2.06924984667e-05
-5.06839395388e-07	2.14916093019e-05
-5.04839395444e-07	2.21978190555e-05
-5.02839395501e-07	2.29139759432e-05
-5.00839395557e-07	2.35883689533e-05
-4.98839395614e-07	2.42258785494e-05
-4.9683939567e-07	2.4784008396e-05
-4.94839395727e-07	2.53239449808e-05
-4.92839395784e-07	2.5723331668e-05
-4.9083939584e-07	2.61759255056e-05
-4.88839395897e-07	2.66455845649e-05
-4.86839395953e-07	2.72363229806e-05
-4.8483939601e-07	2.78778532947e-05
-4.82839396066e-07	2.87134103616e-05
-4.80839396123e-07	2.95834003855e-05
-4.7883939618e-07	3.06483314743e-05
-4.76839396236e-07	3.18476786214e-05
-4.74839396293e-07	3.32682104407e-05
-4.72839396349e-07	3.47289362699e-05
-4.70839396406e-07	3.63025242371e-05
-4.68839396462e-07	3.78404167038e-05
-4.66839396519e-07	3.94083266412e-05
-4.64839396576e-07	4.08825508196e-05
-4.62839396632e-07	4.23401800103e-05
-4.60839396689e-07	4.36690269607e-05
-4.58839396745e-07	4.49167903512e-05
-4.56839396802e-07	4.59743396086e-05
-4.54839396858e-07	4.69338694287e-05
-4.52839396915e-07	4.77040865212e-05
-4.50839396971e-07	4.83075797803e-05
-4.48839397028e-07	4.87521880866e-05
-4.46839397085e-07	4.90586360922e-05
-4.44839397141e-07	4.91966495467e-05
-4.42839397198e-07	4.92224985429e-05
-4.40839397254e-07	4.91008376787e-05
-4.38839397311e-07	4.8987225947e-05
-4.36839397367e-07	4.87923925719e-05
-4.34839397424e-07	4.86344935832e-05
-4.32839397481e-07	4.84541262871e-05
-4.30839397537e-07	4.83393129353e-05
-4.28839397594e-07	4.81374110095e-05
-4.2683939765e-07	4.7983328433e-05
-4.24839397707e-07	4.7821063896e-05
-4.22839397763e-07	4.77422475172e-05
-4.2083939782e-07	4.75697846589e-05
-4.18839397876e-07	4.74571491299e-05
-4.16839397933e-07	4.72247317856e-05
-4.1483939799e-07	4.69773197999e-05
-4.12839398046e-07	4.6582562689e-05
-4.10839398103e-07	4.60574099335e-05
-4.08839398159e-07	4.54006664524e-05
-4.06839398216e-07	4.46250210976e-05
-4.04839398272e-07	4.36143836782e-05
-4.02839398329e-07	4.24975330367e-05
-4.00839398386e-07	4.12225792652e-05
-3.98839398442e-07	3.98922239642e-05
-3.96839398499e-07	3.84336028042e-05
-3.94839398555e-07	3.69625145337e-05
-3.92839398612e-07	3.53741886714e-05
-3.90839398668e-07	3.38897767034e-05
-3.88839398725e-07	3.23504770376e-05
-3.86839398782e-07	3.08179830733e-05
-3.84839398838e-07	2.91866054622e-05
-3.82839398895e-07	2.74981395484e-05
-3.80839398951e-07	2.5629089198e-05
-3.78839399008e-07	2.37300927801e-05
-3.76839399064e-07	2.17492551868e-05
-3.74839399121e-07	1.98431865709e-05
-3.72839399177e-07	1.78853906023e-05
-3.70839399234e-07	1.59960718964e-05
-3.68839399291e-07	1.41022596947e-05
-3.66839399347e-07	1.23266838294e-05
-3.64839399404e-07	1.05501909865e-05
-3.6283939946e-07	8.85347436759e-06
-3.60839399517e-07	7.10180623262e-06
-3.58839399573e-07	5.40778404476e-06
-3.5683939963e-07	3.66966183322e-06
-3.54839399687e-07	1.87477740262e-06
-3.52839399743e-07	5.49812907713e-08
-3.508393998e-07	-1.81263988878e-06
