# one_x_offset	two_x_offset	two_amplitude	one_amplitude
-3.220583085420339754e-07 2.431941613569526774e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.694061072980072929e-06 2.595938720844646702e-06 1.000000000000000000e+00 1.000000000000000000e+00
-3.066062274257713491e-06 -6.080623437747010278e-07 1.000000000000000000e+00 1.000000000000000000e+00
-1.066062330821577265e-06 1.581937594287868220e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.152060510691551289e-06 -2.518060556904227301e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.684061650880220737e-06 -1.264061747604426342e-06 1.000000000000000000e+00 1.000000000000000000e+00
3.499405172178502482e-07 2.755940449171523147e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.202060509277454716e-06 -2.578060555207311413e-06 1.000000000000000000e+00 1.000000000000000000e+00
-2.282061718813420112e-06 -1.030061754222398304e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.574066852547189635e-06 -9.960669537399404109e-07 1.000000000000000000e+00 1.000000000000000000e+00
-4.736058761322916989e-06 -1.698058847243424775e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.656059918820129339e-06 -2.338059984377646471e-06 1.000000000000000000e+00 1.000000000000000000e+00
-1.414065209066107580e-06 -4.460652364430172368e-07 1.000000000000000000e+00 1.000000000000000000e+00
-2.083655317251319828e-06 -2.785998729592236577e-06 8.981370251458606901e-01 1.022866893113847819e+00
-1.726058268834202201e-06 1.225941647677536119e-06 1.000000000000000000e+00 1.000000000000000000e+00
-1.582060005758785810e-06 2.585939876362123850e-06 1.000000000000000000e+00 1.000000000000000000e+00
-6.620611870128205898e-07 8.999387688108024643e-07 1.000000000000000000e+00 1.000000000000000000e+00
-3.091607115370542025e-06 -2.627390445243196285e-06 9.749115248070795436e-01 7.989048633353262874e-01
-4.280063395158106527e-06 1.215936449404398150e-06 1.000000000000000000e+00 1.000000000000000000e+00
-4.798060492421422717e-06 -1.568060583772061344e-06 1.000000000000000000e+00 1.000000000000000000e+00
