1.000000000000000000e+00 -1.879895478904504853e+04
0.000000000000000000e+00 -1.835454849571765226e+04
0.000000000000000000e+00 -1.791014220239025599e+04
1.000000000000000000e+00 -1.746573590906285244e+04
0.000000000000000000e+00 -1.702132961573545617e+04
0.000000000000000000e+00 -1.657692332240805990e+04
6.000000000000000000e+00 -1.613251702908065818e+04
6.000000000000000000e+00 -1.568811073575326009e+04
1.200000000000000000e+01 -1.524370444242586200e+04
9.000000000000000000e+00 -1.479929814909846391e+04
1.500000000000000000e+01 -1.435489185577106582e+04
3.000000000000000000e+01 -1.391048556244366591e+04
3.800000000000000000e+01 -1.346607926911626782e+04
6.400000000000000000e+01 -1.302167297578886973e+04
9.800000000000000000e+01 -1.257726668246146983e+04
1.450000000000000000e+02 -1.213286038913407174e+04
2.060000000000000000e+02 -1.168845409580667365e+04
2.340000000000000000e+02 -1.124404780247927556e+04
3.900000000000000000e+02 -1.079964150915187747e+04
5.180000000000000000e+02 -1.035523521582447756e+04
6.720000000000000000e+02 -9.910828922497079475e+03
8.670000000000000000e+02 -9.466422629169681386e+03
1.138000000000000000e+03 -9.022016335842281478e+03
1.424000000000000000e+03 -8.577610042514883389e+03
1.672000000000000000e+03 -8.133203749187485300e+03
2.193000000000000000e+03 -7.688797455860087211e+03
2.586000000000000000e+03 -7.244391162532689123e+03
3.178000000000000000e+03 -6.799984869205289215e+03
3.804000000000000000e+03 -6.355578575877891126e+03
4.478000000000000000e+03 -5.911172282550493037e+03
5.411000000000000000e+03 -5.466765989223093129e+03
6.263000000000000000e+03 -5.022359695895695040e+03
7.132000000000000000e+03 -4.577953402568296951e+03
8.002000000000000000e+03 -4.133547109240898862e+03
9.068000000000000000e+03 -3.689140815913500774e+03
9.921000000000000000e+03 -3.244734522586100866e+03
1.075200000000000000e+04 -2.800328229258702777e+03
1.143700000000000000e+04 -2.355921935931304688e+03
1.179800000000000000e+04 -1.911515642603904780e+03
1.230000000000000000e+04 -1.467109349276508510e+03
1.254200000000000000e+04 -1.022703055949108602e+03
1.246200000000000000e+04 -5.782967626217086945e+02
1.210400000000000000e+04 -1.338904692943124246e+02
1.199400000000000000e+04 3.105158240330874833e+02
1.140000000000000000e+04 7.549221173604873911e+02
1.092500000000000000e+04 1.199328410687883661e+03
1.057800000000000000e+04 1.643734704015283569e+03
1.015300000000000000e+04 2.088140997342679839e+03
9.722000000000000000e+03 2.532547290670079747e+03
9.234000000000000000e+03 2.976953583997479654e+03
8.780000000000000000e+03 3.421359877324875924e+03
8.747000000000000000e+03 3.865766170652275832e+03
8.121000000000000000e+03 4.310172463979672102e+03
7.912000000000000000e+03 4.754578757307072010e+03
7.605000000000000000e+03 5.198985050634471918e+03
7.412000000000000000e+03 5.643391343961868188e+03
7.012000000000000000e+03 6.087797637289268096e+03
6.731000000000000000e+03 6.532203930616668003e+03
6.611000000000000000e+03 6.976610223944064273e+03
6.438000000000000000e+03 7.421016517271464181e+03
